Airline,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Month,WeekDay,Day
GoAir,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3398,5,Friday,24.0
IndiGo,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227,6,Saturday,15.0
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 02 May,13h 20m,1 stop,No info,11467,5,Wednesday,1.0
SpiceJet,Kolkata,Cochin,CCU → BLR,16:00,09:30,27h,non-stop,No info,3841,6,Thursday,6.0
IndiGo,Banglore,Banglore,BLR → DEL,16:35,01:10 25 Mar,5h 40m,non-stop,No info,7303,5,Tuesday,21.0
Air India,Banglore,Cochin,BLR → BOM → AMD → DEL,02:15,23:55,26h 10m,2 stops,In-flight meal not included,17345,6,Monday,24.0
IndiGo,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,non-stop,No info,4148,3,Saturday,9.0
IndiGo,Chennai,Kolkata,MAA → CCU,22:05,00:25 10 May,2h 20m,non-stop,No info,5277,5,Thursday,9.0
IndiGo,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804,4,Wednesday,24.0
GoAir,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,3514,6,Thursday,27.0
Air India,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,07:40 28 May,24h 30m,2 stops,No info,14588,5,Monday,27.0
GoAir,Banglore,Delhi,BLR → DEL,20:00,10:40,2h 50m,non-stop,No info,3898,5,Saturday,18.0
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,13:55,19:00 07 Jun,14h 30m,2 stops,No info,10588,3,Sunday,3.0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,18:55,20:20 13 Mar,25h 25m,1 stop,In-flight meal not included,11087,3,Tuesday,12.0
Air India,Kolkata,Cochin,CCU → DEL → AMD → BLR,16:10,05:25 10 Jun,6h 20m,2 stops,No info,12534,5,Saturday,18.0
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 07 Jun,24h 10m,1 stop,In-flight meal not included,10539,6,Thursday,
Jet Airways,Delhi,New Delhi,DEL → JAI → BOM → COK,16:55,04:25 07 Jun,2h 50m,2 stops,No info,10368,3,Saturday,9.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,14:10,21:00,3h,1 stop,No info,15147,3,Friday,15.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 25 May,7h 45m,1 stop,No info,9140,5,Friday,24.0
Jet Airways,Kolkata,Delhi,CCU → BOM → BLR,05:55,10:05 07 Jun,2h 40m,1 stop,No check-in baggage included,14571,6,Friday,21.0
Vistara,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668,5,Sunday,12.0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714,6,Sunday,9.0
GoAir,Delhi,New Delhi,DEL → BOM → COK,15:45,12:55,4h 30m,1 stop,No info,5897,3,Sunday,3.0
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,10696,6,Monday,3.0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,10:30,07:40 02 Mar,7h 15m,1 stop,Change airports,26890,3,Friday,1.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,17:20,19:00,16h 5m,,No info,13504,4,Wednesday,3.0
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,18:55,14:25 25 May,15h 10m,1 stop,No info,12121,5,Monday,6.0
Air India,Delhi,New Delhi,DEL → MAA → COK,08:00,09:25 25 Jun,12h 20m,1 stop,No info,7480,3,Friday,1.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,14:35,01:30 13 Jun,22h,1 stop,No info,7198,6,Wednesday,12.0
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,10368,6,Wednesday,12.0
IndiGo,Banglore,Delhi,BLR → DEL,23:30,02:20 16 Apr,2h 50m,non-stop,No info,4591,4,Monday,15.0
IndiGo,Chennai,Kolkata,MAA → CCU,22:05,00:25 04 May,2h 20m,non-stop,No info,5277,5,Friday,3.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,14:55,01:30 25 Jun,7h 35m,1 stop,No info,13377,6,Saturday,1.0
Vistara,Banglore,Banglore,BLR → DEL,14:05,14:20,9h 30m,non-stop,No info,4668,6,Wednesday,12.0
Jet Airways,Delhi,Banglore,DEL → JAI → BOM → COK,16:40,19:00,7h 35m,2 stops,No info,13014,5,Monday,6.0
Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,12093,5,Saturday,18.0
IndiGo,Banglore,Banglore,BLR → DEL,05:45,21:50,14h 5m,non-stop,In-flight meal not included,4990,5,Saturday,18.0
IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,,No info,6558,3,Thursday,21.0
SpiceJet,Kolkata,Cochin,CCU → BLR,07:30,09:30,13h 30m,,No info,3873,5,Thursday,9.0
Jet Airways,Kolkata,Hyderabad,CCU → BOM → BLR,12:00,16:20,1h 30m,1 stop,No info,14571,6,Saturday,1.0
Air India,Kolkata,Delhi,CCU → DEL → BLR,08:20,16:15,3h,1 stop,In-flight meal not included,10203,5,Friday,3.0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,18:55,09:30 13 Mar,14h 35m,1 stop,No info,13817,3,Tuesday,12.0
SpiceJet,Mumbai,New Delhi,BOM → HYD,10:30,00:15 07 Jun,24h 50m,non-stop,No info,1965,3,Friday,
Air India,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,7486,3,Sunday,24.0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 25 May,13h 20m,1 stop,In-flight meal not included,10844,5,Friday,
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 28 May,14h,1 stop,No info,13377,5,Monday,27.0
IndiGo,Banglore,New Delhi,BLR → DEL,01:30,03:25,2h 45m,non-stop,No info,4591,3,Sunday,3.0
Air India,Banglore,Cochin,BLR → BOM → DEL,16:00,12:15,9h 35m,1 stop,In-flight meal not included,8714,3,Wednesday,6.0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,13759,3,Sunday,24.0
IndiGo,Banglore,Hyderabad,BLR → DEL,19:30,21:50,1h 15m,non-stop,No info,4823,3,Wednesday,
Jet Airways,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 28 Jun,14h 45m,1 stop,In-flight meal not included,10262,6,Thursday,27.0
Air India,Kolkata,Banglore,CCU → BOM → BLR,16:30,21:50,23h 50m,1 stop,In-flight meal not included,8366,5,Wednesday,15.0
SpiceJet,Mumbai,Banglore,BOM → HYD,20:25,14:30,21h 35m,non-stop,No info,2753,6,Sunday,9.0
Jet Airways,Banglore,Banglore,BLR → BOM → DEL,05:50,09:30 13 Mar,14h 35m,1 stop,No info,13817,5,Sunday,12.0
Air India,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1 stop,No info,8907,6,Monday,24.0
Vistara,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,5403,4,Monday,1.0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,05:45,19:10,13h 25m,1 stop,In-flight meal not included,7832,3,Thursday,21.0
Jet Airways Business,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:45,5h,1 stop,No info,52229,3,Friday,1.0
Air India,Kolkata,Cochin,CCU → BOM → COK → BLR,10:35,13:45 19 May,14h 55m,2 stops,No info,13432,6,Thursday,
IndiGo,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804,6,Sunday,9.0
GoAir,Delhi,Cochin,DEL → BOM → COK,20:00,12:55,8h 25m,1 stop,No info,6195,6,Thursday,27.0
Air India,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510,5,Monday,6.0
Air Asia,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409,4,Wednesday,24.0
Multiple carriers,Delhi,Banglore,DEL → BOM → COK,12:00,01:30 28 Jun,19h 55m,1 stop,No info,13377,5,Wednesday,1.0
IndiGo,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,6144,3,Sunday,3.0
Jet Airways,Banglore,Cochin,BLR → BOM → DEL,20:55,23:00 07 Mar,7h 30m,1 stop,In-flight meal not included,17471,5,Monday,27.0
IndiGo,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442,6,Thursday,6.0
Jet Airways,Delhi,Hyderabad,DEL → BOM → COK,19:30,04:25 13 Jun,1h 15m,1 stop,No info,10262,6,Saturday,1.0
Jet Airways,Delhi,Hyderabad,DEL → COK,20:05,14:15,1h 35m,non-stop,No info,9564,4,Monday,1.0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05 13 May,14h 5m,1 stop,No info,13941,5,Sunday,12.0
Jet Airways,Delhi,Banglore,DEL → BOM → COK,21:10,19:00,12h 55m,1 stop,No info,10262,5,Saturday,18.0
Air India,Kolkata,Cochin,CCU → JAI → DEL → BLR,22:50,20:25,5h 35m,2 stops,In-flight meal not included,11432,5,Monday,27.0
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,19:00,18:10,6h 35m,1 stop,No info,9646,3,Thursday,21.0
Air India,Delhi,Banglore,DEL → MAA → COK,16:50,09:25 22 Mar,15h 5m,1 stop,No info,7532,5,Friday,24.0
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00 19 May,29h 35m,2 stops,No info,16704,5,Saturday,18.0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,5177,4,Wednesday,3.0
Air India,Mumbai,Cochin,BOM → AMD → ISK → HYD,06:40,14:50,14h 40m,2 stops,No info,11972,3,Saturday,9.0
Jet Airways,Delhi,Delhi,DEL → AMD → BOM → COK,00:25,12:35 28 Jun,2h 50m,2 stops,No info,15339,6,Tuesday,
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,19:15 10 Mar,36h 10m,2 stops,No info,11762,3,Saturday,9.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:40,01:30 19 May,13h 50m,1 stop,No info,8405,5,Saturday,18.0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 10 Jun,20h 10m,1 stop,In-flight meal not included,10262,6,Sunday,9.0
SpiceJet,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543,5,Friday,3.0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,08:00,16:10,8h 10m,1 stop,No info,22270,3,Friday,1.0
Vistara,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,6216,4,Monday,15.0
Multiple carriers,Delhi,Hyderabad,DEL → BOM → COK,10:20,11:30,1h 30m,1 stop,In-flight meal not included,13587,5,Friday,3.0
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 04 Mar,26h 35m,2 stops,No info,14221,3,Sunday,3.0
IndiGo,Banglore,Banglore,BLR → DEL,06:55,22:50,2h 35m,non-stop,No check-in baggage included,4823,4,Wednesday,24.0
Air India,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,15:25,07:40 02 Jun,10h 10m,3 stops,No info,12383,3,Sunday,3.0
IndiGo,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,6416,6,Sunday,9.0
Air India,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,09:25 02 Mar,24h 35m,2 stops,No info,25430,3,Friday,1.0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 04 Jun,23h 15m,1 stop,In-flight meal not included,10262,6,Monday,3.0
IndiGo,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,5740,4,Thursday,18.0
IndiGo,Delhi,Hyderabad,DEL → BOM → COK,19:35,21:00,1h 30m,1 stop,In-flight meal not included,7725,6,Saturday,1.0
IndiGo,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,4784,3,Sunday,3.0
Air India,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6094,6,Thursday,6.0
Jet Airways,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4050,6,Sunday,9.0
IndiGo,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5h 20m,1 stop,No info,6493,6,Thursday,6.0
Air India,Delhi,Cochin,DEL → BLR → COK,17:40,08:15 07 Mar,14h 35m,1 stop,No info,11038,3,Wednesday,6.0
Jet Airways,Delhi,Banglore,DEL → ATQ → BOM → COK,08:25,12:35 16 Jun,9h 50m,2 stops,In-flight meal not included,14300,5,Tuesday,21.0
Air India,Kolkata,Kolkata,CCU → JAI → BOM → BLR,17:45,07:55 07 Jun,2h 20m,2 stops,No info,10697,6,Wednesday,12.0
Jet Airways,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4160,4,Wednesday,3.0
Jet Airways,Kolkata,Cochin,CCU → BOM → BLR,17:10,04:40 25 May,8h 25m,1 stop,No info,14571,3,Thursday,21.0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,06:50,04:25 10 Mar,21h 35m,,No info,16289,3,Saturday,9.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1 stop,No info,7354,6,Thursday,6.0
IndiGo,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4174,4,Wednesday,3.0
Vistara,Banglore,New Delhi,BLR → DEL,09:35,19:35,2h 55m,non-stop,No check-in baggage included,4878,3,Thursday,21.0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,00:40,20:20 07 Mar,2h 45m,1 stop,No info,17471,3,Sunday,3.0
SpiceJet,Kolkata,Cochin,CCU → BLR,07:00,11:25,5h 55m,non-stop,No info,3873,4,Sunday,21.0
Jet Airways,Delhi,Banglore,DEL → IDR → BOM → COK,11:30,18:50,2h 35m,2 stops,No info,18799,6,Monday,3.0
Jet Airways,Delhi,Delhi,DEL → BOM → COK,15:15,18:50 10 Mar,2h 55m,1 stop,In-flight meal not included,15764,6,Saturday,15.0
Air India,Banglore,Banglore,BLR → BOM → UDR → DEL,21:10,16:30 16 Mar,12h 10m,2 stops,No info,10835,6,Wednesday,12.0
GoAir,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 16 May,7h 35m,1 stop,No info,7831,5,Wednesday,15.0
Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 13 May,30h 30m,2 stops,No info,10676,5,Sunday,12.0
Jet Airways,Delhi,Cochin,DEL → COK,15:45,14:15,6h 20m,non-stop,No info,9564,6,Saturday,15.0
IndiGo,Banglore,Cochin,BLR → DEL,18:15,01:00 19 Apr,24h 45m,non-stop,In-flight meal not included,4591,5,Monday,27.0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 22 May,13h 25m,1 stop,In-flight meal not included,12898,5,Tuesday,21.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,9h 15m,1 stop,No info,16863,6,Saturday,1.0
IndiGo,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823,4,Tuesday,9.0
Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23:15,13h 25m,2 stops,No info,13227,5,Wednesday,1.0
IndiGo,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754,6,Monday,24.0
IndiGo,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 25 Jun,9h 30m,1 stop,No info,6316,6,Monday,24.0
IndiGo,Delhi,New Delhi,DEL → BOM → COK,11:05,21:00,11h 40m,1 stop,No info,6093,3,Sunday,3.0
Jet Airways,Kolkata,Cochin,CCU → BOM → BLR,06:00,08:15 02 Apr,15h,1 stop,No info,7064,6,Monday,24.0
IndiGo,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,non-stop,No info,7303,3,Sunday,24.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1 stop,No info,9100,3,Wednesday,27.0
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,23:05,22:30,19h 55m,1 stop,No info,7038,6,Monday,24.0
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:15,21:05,2h 30m,1 stop,No info,12121,3,Sunday,3.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,14848,6,Wednesday,12.0
IndiGo,Banglore,New Delhi,BLR → NAG → DEL,16:50,21:35,4h 45m,1 stop,No info,10406,3,Friday,15.0
IndiGo,Banglore,Banglore,BLR → DEL,14:05,21:50,8h 30m,non-stop,No info,4990,5,Friday,24.0
Vistara,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878,6,Thursday,6.0
IndiGo,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 02 May,5h 45m,1 stop,No info,6349,5,Wednesday,1.0
SpiceJet,Delhi,Banglore,DEL → BLR → COK,05:30,22:50,2h 50m,1 stop,No info,4957,3,Thursday,21.0
IndiGo,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6938,6,Wednesday,12.0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 28 Mar,9h 10m,1 stop,In-flight meal not included,6540,3,Wednesday,27.0
GoAir,Delhi,Cochin,DEL → AMD → COK,11:30,13:35,16h 55m,1 stop,In-flight meal not included,5140,6,Monday,24.0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,23:35 22 May,27h 35m,1 stop,In-flight meal not included,10844,5,Tuesday,21.0
Jet Airways,Delhi,Banglore,DEL → BOM → COK,11:35,19:00 19 May,7h 15m,1 stop,No info,12373,5,Monday,6.0
Air India,Delhi,New Delhi,DEL → COK,08:15,21:10,14h 55m,non-stop,No info,6094,3,Sunday,3.0
Air India,Delhi,New Delhi,DEL → BOM → COK,08:00,19:15 22 Mar,5h 15m,1 stop,No info,6587,3,Wednesday,6.0
Air India,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4880,4,Sunday,21.0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,10844,6,Thursday,6.0
Vistara,Kolkata,Cochin,CCU → DEL → BLR,10:35,09:05 07 May,8h 25m,1 stop,No info,8137,5,Wednesday,15.0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 10 Mar,20h 25m,1 stop,No info,17549,3,Saturday,9.0
IndiGo,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218,6,Wednesday,12.0
SpiceJet,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,4423,6,Saturday,15.0
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 02 May,28h 50m,1 stop,No info,11467,5,Wednesday,1.0
GoAir,Banglore,Delhi,BLR → GOI → DEL,09:45,20:15,2h 50m,1 stop,No info,7657,6,Saturday,1.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,7h 30m,1 stop,No info,8307,3,Thursday,
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 13 Jun,23h 20m,1 stop,In-flight meal not included,8529,6,Wednesday,12.0
Jet Airways,Delhi,Banglore,DEL → ATQ → BOM → COK,17:00,04:25 19 May,16h 10m,2 stops,No info,16263,3,Sunday,24.0
Jet Airways,Kolkata,Delhi,CCU → BOM → BLR,13:20,23:35,2h 50m,1 stop,No info,14781,5,Wednesday,1.0
Air India,Kolkata,Cochin,CCU → BOM → COK → BLR,15:00,13:45 13 Jun,10h 30m,,No info,11542,6,Wednesday,12.0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,21:25,07:40 13 Mar,10h 15m,1 stop,No info,11717,3,Tuesday,12.0
SpiceJet,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,6,Thursday,6.0
Vistara,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878,5,Thursday,9.0
IndiGo,Kolkata,Banglore,CCU → BLR,08:20,07:15,23h 35m,non-stop,No info,4174,5,Thursday,9.0
Jet Airways,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4030,5,Friday,24.0
IndiGo,Banglore,Kolkata,BLR → DEL,14:45,11:20,2h 20m,non-stop,No info,4823,6,Thursday,6.0
IndiGo,Kolkata,Cochin,CCU → BLR,08:00,00:05 10 May,11h 15m,non-stop,No info,4804,3,Thursday,21.0
Jet Airways,Kolkata,Kolkata,CCU → BOM → BLR,11:35,18:15,2h 25m,1 stop,No info,14781,5,Thursday,9.0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 22 May,16h 35m,1 stop,No info,12898,3,Sunday,3.0
IndiGo,Banglore,New Delhi,BLR → DEL,18:55,00:15 04 Mar,2h 50m,non-stop,No info,6144,3,Saturday,9.0
GoAir,Kolkata,Delhi,CCU → BOM → BLR,08:20,07:45 07 May,3h,1 stop,In-flight meal not included,7451,5,Thursday,9.0
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,12384,5,Monday,6.0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 02 Jun,14h 25m,1 stop,In-flight meal not included,10262,6,Saturday,1.0
Jet Airways,Kolkata,Cochin,CCU → BOM → BLR,22:00,18:15,21h 15m,,No info,10844,6,Saturday,1.0
Jet Airways,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769,6,Monday,3.0
IndiGo,Kolkata,Banglore,CCU → BLR,22:15,00:50 28 Apr,2h 35m,,No info,4804,4,Saturday,27.0
IndiGo,Kolkata,Cochin,CCU → BLR,08:45,22:55,4h 30m,non-stop,No check-in baggage included,4804,4,Wednesday,3.0
IndiGo,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,7295,3,Sunday,3.0
Air India,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,No info,8907,6,Sunday,9.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 16 May,18h 25m,1 stop,In-flight meal not included,13727,5,Monday,27.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,18:15,01:35 22 Mar,7h 20m,1 stop,No info,13542,3,Thursday,21.0
IndiGo,Kolkata,Cochin,CCU → BLR,06:40,19:50,14h 20m,non-stop,No info,4804,6,Sunday,9.0
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,08:45,19:00,12h 15m,2 stops,No info,13014,5,Tuesday,21.0
Air India,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,8372,6,Wednesday,12.0
Jet Airways,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229,4,Wednesday,24.0
Air India,Banglore,Hyderabad,BLR → VGA → DEL,07:10,11:20 07 Mar,1h 25m,1 stop,In-flight meal not included,11003,3,Wednesday,27.0
Air India,Kolkata,Cochin,CCU → BOM → BLR,10:20,18:30,8h 40m,1 stop,In-flight meal not included,8366,6,Monday,24.0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 02 Apr,22h 10m,1 stop,In-flight meal not included,7064,4,Monday,1.0
IndiGo,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069,6,Thursday,
Jet Airways,Kolkata,Kolkata,CCU → BOM → BLR,09:30,16:20 13 May,2h 35m,1 stop,No info,10844,3,Thursday,21.0
Air India,Kolkata,Delhi,CCU → BLR,08:20,16:45,3h,non-stop,In-flight meal not included,6535,5,Friday,3.0
Multiple carriers,Delhi,Banglore,DEL → HYD → COK,05:50,22:20,14h 35m,1 stop,No info,5883,5,Sunday,12.0
SpiceJet,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,,No check-in baggage included,3257,5,Wednesday,15.0
Jet Airways,Delhi,New Delhi,DEL → BOM → COK,21:25,19:00,14h,1 stop,No info,10262,3,Tuesday,12.0
Air India,Kolkata,Hyderabad,CCU → BOM → COK → BLR,07:05,13:45 10 Jun,1h 25m,2 stops,In-flight meal not included,11752,6,Thursday,6.0
Jet Airways,Delhi,Banglore,DEL → IXC → BOM → COK,20:20,04:25 28 Mar,2h 35m,2 stops,No info,9296,6,Monday,24.0
IndiGo,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943,5,Thursday,9.0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 25 Jun,18h 20m,1 stop,In-flight meal not included,10262,6,Monday,24.0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,12:00,19:50 10 Jun,23h 10m,1 stop,No info,10844,5,Wednesday,1.0
Air India,Delhi,Cochin,DEL → BOM → COK,03:50,19:15,15h 25m,1 stop,No info,8879,5,Saturday,18.0
Air India,Banglore,New Delhi,BLR → VGA → DEL,10:00,11:20 19 Mar,2h 45m,1 stop,No info,6383,3,Saturday,9.0
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 25 May,19h 55m,2 stops,No info,15129,5,Friday,24.0
Vistara,Banglore,New Delhi,BLR → DEL,20:00,14:20,2h 55m,non-stop,No info,5403,3,Sunday,24.0
IndiGo,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,4148,3,Friday,15.0
IndiGo,Delhi,Cochin,DEL → BBI → COK,02:35,08:30,5h 55m,1 stop,No info,7731,3,Wednesday,27.0
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,10:45,04:25 28 May,8h 5m,2 stops,No info,13029,3,Sunday,3.0
Jet Airways,Banglore,New Delhi,BLR → DEL,02:00,04:45,2h 45m,non-stop,No info,7229,3,Sunday,24.0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:25,18:50,10h 25m,1 stop,No info,15135,3,Sunday,3.0
SpiceJet,Mumbai,Delhi,BOM → HYD,20:55,07:15,2h 45m,non-stop,No info,2647,6,Saturday,15.0
Air India,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 22 May,24h,1 stop,No info,6528,5,Tuesday,21.0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 07 Jun,16h,1 stop,No info,14571,6,Thursday,6.0
IndiGo,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943,6,Saturday,15.0
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 19 May,17h 5m,2 stops,In-flight meal not included,10368,5,Saturday,18.0
Vistara,Mumbai,New Delhi,BOM → DEL → HYD,07:30,09:25 13 Mar,4h 50m,1 stop,No info,12080,3,Thursday,21.0
Jet Airways,Banglore,Delhi,BLR → DEL,11:10,22:50,2h 55m,non-stop,In-flight meal not included,8016,6,Tuesday,18.0
